thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,calibration_tag,diagnostic_noise,thermoreg_reading_fahrenheit
49.6,,0.6000000000000001,-1.6,c1,5.0,1,1,a,0.3567646700207933,31.40426630580115
46.900000000000006,94.0,-1.5,-6.7,c4,2.0,0,0,a,2.246414617393605,28.3304230555601
50.400000000000006,118.0,3.4000000000000004,1.3,c1,,1,0,,2.659375766371105,32.23365902090155
34.1,46.0,2.3000000000000003,-3.6,c2,1.0,0,0,a,-0.2633305406727041,13.974676353267531
44.1,82.0,2.4000000000000004,9.5,c1,3.0,0,0,a,-0.1967069259849298,25.161188671895765
58.0,87.0,3.6,2.1,c2,4.0,0,1,a,0.4090834338928246,40.84915972500863
45.1,127.0,7.300000000000001,2.5,c2,2.0,0,0,a,,
43.5,47.0,4.9,5.7,c1,1.0,0,1,a,0.2076500353430246,
,,4.6000000000000005,-2.8000000000000003,c1,2.0,0,0,a,-0.8419759258268231,43.7857307286296
60.900000000000006,128.0,4.6000000000000005,-0.6000000000000001,c2,1.0,1,0,a,-0.5595349551938652,44.06228960856646
54.3,115.0,6.0,5.5,c2,5.0,1,0,a,,36.65291424945027
46.5,31.0,-1.2000000000000002,-2.1,c3,1.0,0,0,a,1.61421376021977,27.903943993651996
48.2,43.0,,6.9,c3,1.0,0,0,a,-1.4262541963861357,29.84476041395309
43.7,93.0,4.0,-9.7,c1,4.0,1,0,a,-1.3811099943820864,
42.2,62.0,4.1000000000000005,5.4,c2,2.0,1,1,a,0.0808860118866045,23.0470419287422
41.8,69.0,4.6000000000000005,0.1,c4,2.0,1,1,a,,22.60025160522411
45.2,81.0,4.0,-3.1,c2,2.0,1,0,a,-0.0973167965952533,26.437510338933137
41.900000000000006,58.0,4.6000000000000005,-4.800000000000001,c4,5.0,0,0,a,-0.6269080901918248,22.687511083837293
37.6,46.0,4.4,,c5,5.0,,1,a,-0.5437692170023845,17.92665393311166
51.900000000000006,103.0,-2.3000000000000003,3.1,,5.0,1,1,a,0.7752531980425228,33.974624027785154
52.0,52.0,4.9,6.800000000000001,c1,2.0,1,1,a,1.6597750428776077,34.11136022804094
63.8,110.0,5.4,,c1,2.0,1,0,a,0.0229791121915482,
44.8,73.0,-4.0,-5.6000000000000005,,4.0,0,0,a,-0.5187042761420815,25.98495468480768
52.5,104.0,1.1,-0.2,c3,4.0,0,0,a,0.1970470395802611,
52.7,169.0,6.300000000000001,-2.8000000000000003,c1,2.0,0,0,a,,
48.1,70.0,5.6000000000000005,-3.4000000000000004,c5,3.0,1,1,a,-0.4431681063247695,29.715461949870203
,121.0,1.5,-1.0,c3,2.0,0,0,a,-0.8099487422239401,38.69900229874708
56.400000000000006,117.0,-3.8,-10.7,c5,1.0,0,1,a,-0.2726680415781162,38.97706268165643
52.8,120.0,-0.5,-5.7,c2,3.0,0,1,a,-0.6526282368659816,34.94669985677786
48.1,91.0,-0.8,,c1,5.0,1,1,a,-0.1032191317937167,29.69924265456984
47.3,134.0,5.5,8.6,c1,5.0,1,0,a,-0.4708856748930431,28.782229023009187
,282.87622654021936,3.6,1.6,c3,1.0,0,0,,1.10529402619633,19.69021491082647
43.7,285.3924415912851,4.3,-3.6,c1,2.0,1,1,a,0.143751170105544,24.746739992440773
45.2,54.0,-1.4,-10.5,c4,1.0,0,0,a,-0.0396686675464381,26.401932284884808
41.2,88.0,-0.8,-1.8,c1,2.0,0,1,a,2.032532003803291,21.88425413813509
53.7,,2.1,-2.4000000000000004,c3,2.0,,1,a,2.192575978409435,35.95931570018898
59.7,93.0,3.6,2.0,c2,1.0,1,1,a,0.0375958190091992,
42.900000000000006,71.0,,3.3000000000000003,c3,5.0,1,0,a,-0.2653205379784023,23.82743810903765
52.400000000000006,103.0,-1.9,-3.5,c3,4.0,1,1,a,-0.9613274232468376,
41.900000000000006,99.0,3.1,6.2,c1,5.0,0,1,a,0.4244167071225239,22.69299974423261
47.7,123.0,0.5,3.3000000000000003,c5,,0,1,a,-0.4303702469597162,29.25570046154754
44.6,116.0,-1.2000000000000002,-1.1,c2,4.0,1,1,a,0.7974060771812318,25.787033787400016
55.0,116.0,,-0.0,c2,4.0,1,1,a,1.1730133339845148,37.41706083745797
44.7,93.0,0.5,-3.5,c5,,1,1,a,-0.6838610679902842,25.8909064354204
58.3,105.0,4.3,5.4,c4,2.0,1,0,a,0.6866274354634995,41.104943723359824
48.2,90.0,2.1,5.800000000000001,c1,2.0,1,1,a,0.3632669005551682,
45.0,71.0,4.4,-3.2,c1,3.0,0,0,a,-2.977779746357122,26.15356661364652
40.1,72.0,-1.7000000000000002,3.4000000000000004,c5,4.0,0,1,a,-0.9284730407292038,20.720252638893538
52.2,113.0,0.5,-4.5,c2,1.0,1,1,a,0.1875741232033189,34.27884059265815
57.3,154.0,1.0,2.1,c2,3.0,0,0,,-0.402456915798292,40.056965620035626
52.3,100.0,4.9,14.5,c1,5.0,0,0,a,-0.2847460152199528,34.45989130883187
68.10000000000001,109.0,3.2,,c2,1.0,0,0,a,0.2605205399678276,52.14948499772981
61.6,318.8915692546064,4.1000000000000005,4.1000000000000005,c1,2.0,0,0,a,-0.694048302188076,44.86808707223376
47.7,42.0,1.7000000000000002,-1.5,c1,5.0,0,0,a,1.008974963033198,29.23225011754686
47.6,124.0,-0.1,0.2,c2,2.0,0,0,a,0.2168297428986047,29.13775309573637
53.900000000000006,68.0,-2.3000000000000003,-6.300000000000001,c1,1.0,1,1,a,0.0921259146035439,36.22727047536818
43.5,107.0,3.9,-8.700000000000001,c2,4.0,1,0,a,-1.230252579958535,24.457827376168837
59.5,103.0,2.4000000000000004,-2.7,c3,5.0,1,1,a,0.9897961452577144,42.496594758792384
53.1,114.0,-2.0,-1.9,c3,2.0,0,0,a,1.1892325311345275,35.25440469659225
52.2,160.0,4.7,8.200000000000001,c1,,1,0,a,-0.1864486527013075,34.3081301977268
55.7,87.0,5.0,4.5,c1,3.0,0,1,a,0.4495322372292448,38.18258300993735
63.900000000000006,97.0,0.5,,c3,3.0,0,0,a,-0.4858583918846259,47.50546895032153
51.5,,-2.1,-5.5,c2,,0,1,,-0.4387515485299128,33.538598169687546
49.3,140.0,-2.6,-6.300000000000001,,5.0,0,1,a,0.6588028083993165,
62.2,126.0,3.9,,c3,4.0,0,0,a,-0.4264083791645313,45.578476609903205
57.900000000000006,115.0,-2.7,-5.5,c2,2.0,0,1,a,0.0047993610954207,40.70795374392021
47.6,101.0,5.7,8.1,c1,4.0,0,0,a,0.5266287423793687,29.1111814365465
50.2,73.0,0.1,,c3,3.0,0,0,a,-0.944682923420222,32.04667803793118
51.7,108.0,5.800000000000001,7.1000000000000005,c2,3.0,1,0,a,,33.75842824344919
53.1,95.0,6.9,9.6,c2,3.0,0,0,a,-1.5756559804940349,35.25631650144484
39.3,118.0,-3.5,-3.1,c4,3.0,1,1,,-0.6900648884149406,19.790601341547976
37.8,101.0,-1.0,1.4,c1,3.0,0,1,a,1.2135808247730562,
43.1,53.0,0.8,-3.7,c2,4.0,0,0,a,1.0310009202384516,24.013489801977915
42.400000000000006,80.0,1.7000000000000002,-3.6,c1,1.0,0,0,a,0.0838930813868467,23.31735401289792
45.0,106.0,4.2,3.5,c5,3.0,,1,a,0.0084801848988185,26.20558387424748
55.2,82.0,3.2,-1.9,c1,2.0,1,0,a,0.3073208468099622,37.71239577881004
48.8,69.0,-0.2,-0.5,,2.0,1,0,a,-0.4137066471200992,30.47963759307736
,91.0,-3.2,-3.1,c2,3.0,0,1,a,0.1667102058132085,33.7675514450917
40.400000000000006,93.0,5.2,2.7,c4,5.0,0,1,a,1.031620616337346,20.981269309619645
46.5,122.0,5.800000000000001,4.6000000000000005,c3,2.0,1,0,a,0.4867267365699441,27.845220173711493
54.900000000000006,115.0,6.1000000000000005,6.4,c1,4.0,0,0,a,-0.884956158250006,
54.900000000000006,175.0,6.6000000000000005,3.8,c3,2.0,0,0,a,-0.8010257546404455,37.35457212359122
44.400000000000006,72.0,,-1.8,c1,2.0,0,0,a,-1.6172172948289516,25.47883554630883
51.5,123.0,2.7,4.3,c1,3.0,1,0,a,1.2511186040022244,33.454961477415985
67.8,100.0,8.5,7.0,c1,1.0,,0,a,1.0595938164194965,51.78963068134099
50.0,144.0,5.800000000000001,5.4,c3,4.0,0,0,a,0.8789155256202938,31.841618636699256
44.6,128.0,4.7,5.0,c1,3.0,0,1,a,-0.7478891697916982,25.761317484717992
48.8,117.0,4.4,2.9000000000000004,c3,4.0,0,0,a,1.804467287747124,30.43613849574056
50.900000000000006,55.0,1.3,-1.9,c3,4.0,0,0,a,-1.844072037133734,
48.900000000000006,117.0,1.7000000000000002,-2.7,c1,3.0,0,0,a,1.0779461541839104,30.63948457378505
49.900000000000006,78.0,3.3000000000000003,0.9,c1,3.0,1,1,a,,31.717807693911485
38.6,93.0,2.2,2.3000000000000003,c2,2.0,0,1,a,-0.9157891666171292,19.00897882756844
42.5,48.0,3.4000000000000004,3.6,c1,4.0,1,1,a,0.1636406683698346,23.33632572422644
49.0,106.0,0.0,-1.0,c1,4.0,0,1,a,-1.1836494562078714,30.65598286635652
48.8,89.0,-1.7000000000000002,-1.6,c1,3.0,0,1,a,-0.41108725251165,30.51258826979807
45.6,,-2.6,-8.5,c1,1.0,1,0,a,-0.7668726058419617,26.90429652625999
48.7,114.0,4.800000000000001,0.6000000000000001,c3,4.0,1,0,a,0.652305242514351,30.406877725312068
50.6,100.0,4.7,5.4,c1,4.0,1,0,a,1.4425158800419882,
,107.0,5.2,-0.6000000000000001,c4,2.0,0,1,a,2.086975734741077,40.00472110872073
49.400000000000006,119.0,-1.8,-2.6,c3,3.0,1,0,a,-1.4151199011715805,31.107094382965546
53.400000000000006,157.0,6.1000000000000005,4.0,c5,3.0,1,0,a,0.5801745232573278,35.59192884768428
45.8,101.0,-1.1,-3.0,c3,4.0,0,0,a,-0.2596872062519816,27.12559728709471
54.7,59.0,-2.2,-0.7000000000000001,c1,4.0,0,1,a,0.3375554958296028,37.14886151238634
,63.0,-1.7000000000000002,-2.2,c1,3.0,0,1,a,-1.5556889783678685,
57.1,114.0,4.1000000000000005,-3.1,c1,4.0,1,1,a,-2.0782208348420963,39.79235302861838
55.900000000000006,138.0,-2.8000000000000003,-1.9,c3,5.0,0,1,a,-1.3632593949582898,38.42114416200039
54.900000000000006,112.0,5.1000000000000005,0.7000000000000001,,1.0,0,0,a,1.2758847586362,
49.400000000000006,113.0,5.300000000000001,-2.8000000000000003,c1,1.0,1,1,a,-1.2889091296440518,
52.1,102.0,1.3,2.7,c3,3.0,0,0,a,0.8427886382589681,
58.7,,4.9,-2.4000000000000004,c1,4.0,0,1,a,-0.0058524823236762,41.57158035606373
44.900000000000006,108.0,-2.8000000000000003,-5.5,c3,1.0,1,0,a,0.7264079576309451,26.13132887537485
45.1,64.0,-3.9,-3.8,c1,5.0,0,0,a,-0.4561315195681017,26.34432999172821
51.6,115.0,-0.4,-2.3000000000000003,c1,1.0,0,1,b,1.1345832198495716,33.63288258155326
53.5,64.0,5.1000000000000005,0.2,c2,4.0,0,1,a,0.10631820783527,35.73751721238908
43.6,101.0,3.0,-3.2,c5,4.0,0,1,a,-0.0304336968625525,24.58304150662396
,92.0,4.800000000000001,-0.6000000000000001,c3,1.0,0,1,a,,31.327136929280226
49.400000000000006,103.0,5.300000000000001,-1.5,c2,4.0,0,1,a,-0.0708379336596185,31.154011031940936
32.4,,-0.8,-2.9000000000000004,c2,4.0,1,0,a,-1.190891928261543,12.062478959568764
48.400000000000006,105.0,5.1000000000000005,0.5,c2,1.0,0,0,a,,
48.900000000000006,136.0,1.2000000000000002,,c1,2.0,1,1,a,0.4284801521819334,30.584139504363804
48.900000000000006,99.0,0.1,-2.7,c3,5.0,1,0,a,0.0861956285627692,30.55736351459283
61.5,125.0,4.0,-0.9,c1,5.0,1,0,a,-0.5580068239577672,44.743228471195415
40.400000000000006,120.0,-4.800000000000001,-4.7,c2,3.0,,1,a,-0.1598625426221791,21.05781531342012
43.6,140.0,-0.5,-0.5,c1,1.0,0,1,a,-0.9906933500676178,24.578396859158488
29.3,65.0,-0.8,3.4000000000000004,c3,2.0,1,0,a,0.3815967242418809,
46.3,80.0,-1.1,0.1,c1,2.0,1,0,a,-0.4581901033857267,27.67175000443273
47.0,83.0,5.5,-1.4,c1,3.0,,1,a,0.397561734291363,28.43920801286599
46.1,106.0,-2.1,-12.6,c2,4.0,0,0,a,0.4024199749644266,27.410205412991697
59.0,110.0,5.7,-3.0,c3,3.0,1,0,a,0.616673349194621,
57.0,65.0,2.2,-1.8,c5,5.0,0,1,a,0.2940519880436828,39.745557701032666
50.8,132.0,4.5,-4.5,c1,1.0,0,1,a,0.431735254902977,32.700710518405735
47.2,117.0,4.5,-0.3,c1,2.0,1,0,a,-0.9387707582772632,28.66448251814124
58.400000000000006,320.67847362989653,,2.9000000000000004,,2.0,0,0,a,1.037222610499913,41.235707012961775
50.0,136.0,2.9000000000000004,-1.4,c1,4.0,0,1,a,0.2185249963532787,31.822179261477338
43.6,,5.300000000000001,4.2,c1,4.0,1,1,a,0.258239852885232,24.63556964973388
36.4,84.0,1.8,-2.6,,5.0,1,1,,0.1709019241959598,
46.6,122.0,3.5,-1.8,c1,2.0,1,0,a,1.7279429592173416,
56.2,78.0,-0.9,4.800000000000001,c2,5.0,0,1,a,-0.5654263739968617,38.79179255455348
68.4,122.0,2.7,,c2,3.0,0,0,a,1.618954993127466,
50.7,100.0,,3.2,c1,2.0,1,0,,2.7598339020286637,32.554493115705284
44.0,115.0,0.8,2.7,c1,4.0,1,1,a,0.1015125316130751,25.11180036391726
40.7,70.0,1.4,3.3000000000000003,c1,2.0,1,0,a,-0.5044962095075644,21.33531312544207
54.6,89.0,3.9,0.3,c4,4.0,0,1,a,-1.6743911967030771,36.96759406675039
36.0,65.0,-0.8,2.1,c2,3.0,,0,a,0.4597367998530844,16.118455528541585
54.6,120.0,3.6,-0.3,c4,3.0,0,0,a,0.0896673222059113,36.95310591264399
,110.0,4.3,6.4,c5,3.0,0,1,a,-1.0977004501892926,
53.7,67.0,-0.2,-7.0,c2,5.0,1,1,a,-0.706664923248329,35.92651507909578
48.400000000000006,64.0,-1.3,-4.0,c5,3.0,0,1,a,-1.9978864927523616,30.023044952552983
54.7,112.0,-0.3,-0.9,c1,1.0,0,1,a,0.6742265123538441,
51.5,107.0,1.3,,c1,5.0,1,1,a,-1.5094477015955303,33.5384453401547
43.900000000000006,91.0,-1.1,-6.2,c3,2.0,0,0,a,-0.2369654312568589,24.996885423254675
65.0,113.0,4.800000000000001,-4.3,c1,3.0,1,0,a,0.3860690654217458,48.653710901375234
47.3,117.0,,0.7000000000000001,c2,4.0,0,1,a,0.8897306953147226,28.83488558350535
56.400000000000006,121.0,-2.7,-4.9,c4,1.0,0,1,a,0.0516704457767539,38.98177070404918
30.8,77.0,-0.6000000000000001,-3.8,c5,2.0,,1,a,-0.4231468367509296,10.232471455738567
60.400000000000006,128.0,-0.6000000000000001,4.9,c2,5.0,0,0,a,0.3851982224699855,43.48823794502836
61.900000000000006,163.0,1.3,-1.7000000000000002,c3,1.0,1,0,a,,45.21887370189124
50.400000000000006,73.0,-2.5,-6.0,c3,3.0,1,0,a,-0.8026437496197929,32.26850408413974
54.6,97.0,-1.7000000000000002,-10.7,c2,2.0,0,0,a,-1.5757693786536382,37.02893931263983
54.6,99.0,-1.3,-7.300000000000001,c2,2.0,0,1,a,0.0062117657395946,37.02663663446806
45.0,126.0,-3.6,-1.0,c3,4.0,0,1,a,-0.9077310553502502,26.21494787323348
54.5,,4.3,-0.9,c1,5.0,0,1,a,0.4332944829490858,36.92410074895406
43.7,68.0,3.4000000000000004,4.0,c3,3.0,0,0,a,,24.722325771147
45.3,89.0,4.6000000000000005,-3.1,c1,2.0,0,1,a,-0.4961135922114834,26.521187687192064
59.2,118.0,0.2,-5.1000000000000005,c3,1.0,1,0,a,0.3640074408389098,42.14248828891069
58.0,146.0,,-0.4,c2,3.0,1,0,a,0.2104042204905954,40.77191921630183
44.5,81.0,2.5,2.6,c1,4.0,1,1,,-0.1463269821305767,25.642620480957863
44.3,72.0,0.0,-2.5,c4,4.0,0,0,a,1.4503789854622589,25.39781290849064
,67.0,5.4,-1.6,c2,2.0,0,0,a,-0.0100444758119048,26.18963057788095
56.0,101.0,3.5,4.5,c3,2.0,0,0,a,0.9624492182336244,38.59375609818942
42.2,156.0,0.9,1.2000000000000002,c1,3.0,1,1,a,-0.3020225658572402,
53.0,116.0,3.6,3.0,c1,4.0,0,1,a,1.72259433504784,35.21041375132357
56.1,127.0,0.1,-0.3,c4,3.0,0,1,a,-0.0485682984343589,
49.5,99.0,-5.800000000000001,-10.3,c2,3.0,1,0,a,-0.5598421625992179,
58.2,118.0,,-0.2,c1,4.0,0,1,a,-0.1908772314062874,41.09057327178435
47.7,117.0,0.5,-1.6,c2,1.0,0,0,a,0.1168095451221477,29.261208474591868
48.400000000000006,113.0,5.5,4.3,c2,3.0,1,0,a,0.6278923855116079,30.07529959105477
42.3,97.0,6.2,5.5,c5,1.0,1,1,a,-0.6149069774331936,23.20478391981329
58.3,115.0,-0.7000000000000001,-6.2,c1,2.0,0,1,a,1.6216111614326616,41.15459612858184
44.0,81.0,2.2,8.4,c2,1.0,1,0,a,0.0940784815292523,25.10131597719017
53.0,117.0,5.800000000000001,3.3000000000000003,c1,3.0,0,1,a,0.9473878257158728,
49.6,102.0,6.6000000000000005,4.3,c1,5.0,0,1,a,-0.8243059023535052,31.358155395866586
41.7,144.0,1.4,-2.1,c3,1.0,1,0,a,0.373142330728581,22.52495243199504
45.3,121.0,5.5,8.1,c1,3.0,0,0,a,-0.4294936702277711,26.518071705590117
61.2,101.0,6.7,9.3,c1,5.0,0,0,,1.013096079890602,44.445850151366606
51.8,72.0,1.3,0.2,c2,,1,1,a,-0.4037292473479724,
42.1,76.0,6.6000000000000005,-2.0,c2,3.0,0,0,a,-0.5056525828557693,
52.6,75.0,0.1,-2.2,c4,4.0,0,1,a,0.0681451160519568,34.74795458613823
49.0,259.5698302522555,-0.8,-2.6,,1.0,0,0,a,0.0283717462716002,
,121.0,-0.5,-4.0,c1,4.0,1,0,a,-0.0417477041309549,63.08641762019763
,95.0,-0.4,-6.1000000000000005,c1,4.0,1,1,a,,
47.1,87.0,5.6000000000000005,-3.3000000000000003,c2,3.0,1,0,,0.8048648317861928,
61.5,124.0,6.800000000000001,10.6,c1,1.0,,0,a,1.0722729111385496,44.780251260083936
35.4,70.0,0.9,2.3000000000000003,c1,2.0,0,1,a,1.682590247213254,15.43067449436439
50.900000000000006,77.0,4.4,2.4000000000000004,c5,,1,1,a,0.2632606164123958,32.84888140742988
66.10000000000001,160.0,2.7,-2.0,c3,1.0,0,0,a,-0.5333271843513492,49.94985645212965
49.2,110.0,6.300000000000001,5.4,c1,5.0,1,1,a,1.838602267355722,
36.3,62.0,-2.1,-2.5,c1,2.0,0,0,a,0.0381785305732069,16.40029059816729
47.0,71.0,,-4.800000000000001,c3,2.0,0,0,a,0.9905717829998876,28.43673832030462
61.8,80.0,2.3000000000000003,2.0,c2,4.0,0,1,a,0.1843918445984065,45.09066236863133
53.2,64.0,2.4000000000000004,2.6,c1,2.0,0,1,a,0.2236040327203406,35.38462636688694
43.400000000000006,117.0,-2.6,-1.0,c2,3.0,1,1,a,-1.144334608467737,24.45029501438734
44.7,117.0,-3.5,-8.5,c4,1.0,1,0,a,-2.268008927466658,25.832814735388784
45.7,77.0,-0.5,-0.2,c1,5.0,0,1,a,-0.2047516773391232,26.96269755965168
53.1,142.0,3.5,6.5,c3,5.0,1,0,b,-0.0413030750255383,35.25078095648597
60.900000000000006,135.0,-0.8,-1.1,c4,2.0,1,0,,-0.4815791900692973,44.04376519644788
58.6,120.0,-2.5,5.6000000000000005,c2,2.0,1,0,a,0.048710081805568,41.47180711519254
53.8,130.0,5.5,2.4000000000000004,c5,4.0,0,0,a,0.042679197599602,
39.5,99.0,,-6.1000000000000005,c1,4.0,1,1,a,-0.2265169055796958,20.015197159482653
39.5,87.0,1.5,-3.9,c3,2.0,1,0,,0.3884052293536235,20.048607374059028
54.400000000000006,101.0,,,c2,3.0,0,1,a,-0.1529088486038306,36.79926819092387
39.400000000000006,79.0,-2.9000000000000004,-1.7000000000000002,c2,2.0,0,0,a,-1.0247953961148064,
48.400000000000006,54.0,-2.2,-0.0,c3,2.0,0,0,a,0.2609688329266393,29.96989681038256
52.6,83.0,4.0,2.4000000000000004,,3.0,1,0,a,0.1228081718472651,
41.1,134.0,-3.9,-3.8,c2,2.0,0,1,a,-0.7365510264790264,21.7616540417358
42.0,64.0,,,c2,3.0,1,0,a,-1.6302271019975871,22.78163899077023
49.400000000000006,49.0,4.5,-1.2000000000000002,c2,2.0,1,0,a,0.1014009686547201,
54.2,,5.0,2.4000000000000004,c5,1.0,1,1,a,0.3840257678591489,36.53285258771648
58.7,121.0,2.7,-1.1,,,0,0,a,1.2149645294597096,41.55366893372381
55.0,117.0,5.5,-1.7000000000000002,c2,2.0,0,1,a,-0.4709016445609907,37.46348091293497
130.01867350217316,97.0,-4.4,-14.0,c2,3.0,1,0,a,0.7620169879317416,32.66290935492975
44.2,115.0,2.6,6.2,c4,2.0,0,0,a,1.0082399502437378,25.28424721798655
41.6,127.0,-0.9,-5.7,c3,3.0,,0,a,-0.546754091102182,22.36183703739933
46.1,79.0,3.3000000000000003,0.2,c3,4.0,0,0,a,1.216589218437916,27.402106205037672
53.400000000000006,123.0,-0.5,-0.2,c3,5.0,0,1,a,1.863681151522227,35.6894202648251
52.900000000000006,135.0,0.3,-6.4,,5.0,1,1,a,-0.3607937736633094,
33.4,56.0,-1.3,,c1,2.0,1,0,a,0.9192822783866,13.1008821284739
43.900000000000006,130.0,2.7,0.6000000000000001,,,0,1,a,-0.461896142881526,24.92890674559247
59.8,147.0,-0.8,-4.2,,5.0,1,0,a,0.4679122132905423,42.8405679644554
,68.0,5.4,-2.3000000000000003,c3,2.0,1,0,a,-3.4624921541117586,32.71293543023725
38.8,124.0,2.5,3.1,c3,2.0,1,0,a,-0.601499903756332,19.246919782073128
69.0,100.0,2.5,-1.4,c4,2.0,0,0,a,1.6470955025029967,
49.900000000000006,81.0,2.8000000000000003,1.4,c1,5.0,1,1,a,,31.73952440916712
53.2,124.0,-4.1000000000000005,-5.0,c3,3.0,1,1,a,0.9885833303318412,35.459005633820674
53.400000000000006,134.0,4.9,6.800000000000001,c5,2.0,0,0,a,3.5034637875584904,35.59572280440621
47.2,98.0,3.8,3.2,c1,4.0,1,1,a,-0.1506173736472232,
44.3,74.0,,-3.6,c1,5.0,0,1,a,-0.8401889111526155,25.45183686360745
67.10000000000001,122.0,3.2,6.1000000000000005,,3.0,1,0,a,,51.09507486559346
58.2,104.0,0.3,-3.3000000000000003,c1,2.0,1,1,a,-0.9577561892236248,41.02885282655976
56.7,134.0,,,c3,2.0,1,1,a,-1.3753620786015683,39.39743480997809
54.8,97.0,-3.6,-8.9,c2,4.0,0,1,a,1.7359224452496949,37.1866027254639
42.1,69.0,3.6,-8.4,c2,4.0,1,0,a,,22.97014348674484
60.400000000000006,78.0,-0.5,-4.6000000000000005,c5,3.0,0,1,a,-1.2216052286412782,43.49777172566246
43.400000000000006,73.0,,3.1,c2,4.0,0,0,a,0.1595420344203432,24.41180607789425
52.400000000000006,101.0,-0.1,-7.5,c2,2.0,0,0,a,0.4544619136926009,34.54958118335581
37.0,48.0,1.6,7.0,c1,3.0,0,1,a,0.1138721147147498,17.245490850818882
33.800000000000004,26.0,4.1000000000000005,-7.5,c1,2.0,1,0,a,,13.632270344172325
52.7,131.0,4.2,-1.2000000000000002,c2,5.0,0,1,a,0.0421206595820699,34.864620823878035
43.7,63.0,-2.2,,c3,3.0,0,0,a,0.185572974526331,
,38.0,3.2,5.1000000000000005,c1,2.0,1,1,a,0.7300325897801965,14.097491858324542
54.5,150.0,1.6,2.6,c1,2.0,0,0,a,-0.7921140167484194,36.86548552652368
67.10000000000001,152.0,5.6000000000000005,2.2,c2,5.0,0,0,a,0.3252223675403219,51.0807269394571
61.3,147.0,0.7000000000000001,-7.0,c3,5.0,1,0,a,-0.214198776716481,44.50604232722056
48.1,111.0,3.8,-3.4000000000000004,c1,,0,1,a,1.1635265610338204,29.684139032608947
50.2,136.0,1.0,0.4,c4,3.0,0,1,a,0.7981841005407062,
57.3,136.0,3.5,-1.4,c5,4.0,0,1,a,-2.0439492494121807,39.98935631105522
59.1,106.0,-2.1,-5.800000000000001,c1,4.0,1,1,a,,42.09915217851416
47.400000000000006,67.0,0.2,-1.7000000000000002,c2,1.0,1,0,a,0.3763992362976731,
50.400000000000006,66.0,5.9,1.8,c3,1.0,0,0,a,0.0956193344753525,32.30759944152117
52.6,101.0,-0.6000000000000001,-9.6,c1,2.0,1,1,a,,34.70553326088083
54.6,78.0,3.4000000000000004,-4.3,c4,2.0,,1,a,1.7814391465949904,
,77.0,5.0,-2.7,c5,3.0,0,1,b,-0.5781214040424851,
49.2,95.0,4.4,-0.9,c3,2.0,1,0,a,0.375456117805286,
61.2,157.0,3.0,1.4,c1,3.0,1,0,a,-0.6973681500064441,
,76.0,4.0,2.1,c1,4.0,1,1,a,0.7897405917291477,42.88568632198597
54.0,108.0,2.6,5.7,c2,5.0,1,1,a,-0.5707827357568916,36.2966951609248
,90.0,-2.4000000000000004,-9.7,c1,3.0,1,1,a,-0.2015948330132014,47.47198163020636
47.1,80.0,6.6000000000000005,5.4,c3,2.0,0,0,a,1.0214008112424815,28.521988139962247
63.1,147.0,3.8,-1.6,c2,2.0,0,0,a,-0.0395729079639167,46.60676103766443
54.5,,-2.7,4.4,c3,,,1,a,-0.193898639772031,36.88263899181995
76.3,137.0,-2.1,-3.9,c3,1.0,1,0,a,1.3999650401785175,61.43923509993131
40.6,88.0,-3.5,-7.1000000000000005,c1,5.0,1,0,a,-1.569471531311064,21.2676626589577
44.6,110.0,2.8000000000000003,2.0,c3,3.0,0,0,a,0.9597362266462156,25.795892730043924
53.5,91.0,-0.7000000000000001,-1.4,c4,3.0,0,1,a,1.6847620156176455,
53.3,140.0,4.3,0.6000000000000001,c2,3.0,1,0,a,-0.0724540772228758,35.57510647681093
65.8,115.0,3.3000000000000003,3.8,,1.0,0,0,a,1.1704831851230744,
44.8,104.0,4.9,9.1,c1,4.0,0,0,a,-0.9074584454324026,25.984627850304197
,107.0,-3.7,-0.9,c3,3.0,0,1,a,0.0801323359439032,40.14426666824496
59.5,,3.6,0.9,c5,3.0,0,1,a,0.3632723181856124,42.46216704213796
55.8,165.0,4.2,9.6,c3,4.0,1,0,a,-1.1841986560591329,38.341830489985824
42.5,80.0,-1.7000000000000002,-1.0,c1,2.0,0,1,a,-2.0466953327475306,
61.400000000000006,119.0,-3.8,,c1,3.0,1,1,a,1.255960272151843,44.66982924728778
60.0,105.0,1.0,,c5,4.0,1,1,a,-2.2175838848882585,43.06392438183872
55.0,93.0,3.4000000000000004,0.4,c3,5.0,0,0,a,0.6060278800636644,37.39626067811339
51.8,84.0,1.5,-2.6,c1,4.0,1,1,a,-0.138935208657098,33.83912918488059
52.0,,-0.6000000000000001,-0.8,c3,1.0,0,0,,-0.0814039547401811,34.03497209039934
49.5,78.0,-1.2000000000000002,-10.6,c1,3.0,0,0,a,1.340330239819,31.2913778698456
55.3,89.0,2.1,7.0,c5,3.0,0,1,a,,
50.400000000000006,,-3.2,-1.8,c2,1.0,0,0,a,0.1853221147198044,32.2802136765048
43.400000000000006,126.0,3.5,-6.4,c1,4.0,1,0,a,0.8825732956410135,24.36327522182623
41.8,131.0,-1.9,-0.7000000000000001,c1,2.0,1,1,a,0.3410833543758947,22.562675196551677
